content,label
"Setelah login ngga bisa inisialisasi aplikasi, failed to store private key mulu. Ngasih user dan password mepet, tapi aplikasi masih butuh perkembangan kinerja. Padahal udah hapus cache segala macam.",negatif
"Apaan nih, abis di update gk bisa masuk lagi, dilink sudah diverifikasi tpi tetep gk bisa login make password dan user name terbaru. Tolong, kalo gak siap bikin aplikasi jangan maksa. Bukannya mempermudah malah bikin tambah sakit kepala.",negatif
"Menurut saya jika belum siap menggunakan aplikasi digital, tolong jangan dipaksakan. Dan kalaupun berpikiran bahwa manual bisa dicurangi dan berharap digital bisa lancar, itu pemikiran yang keliru. Terima kasih",negatif
"Aplikasi yang terlalu di paksakan untuk di gunakan, menyusahkan anggota KPPS, untuk Login aja susah, setelah bisa login, aplikasi di uji coba, gak bisa proses gambar, kualitas kamera yang di gunakan juga jelek, hasil kurang jelas!!!",negatif
"App ujicoba, bimtek, tapi nyatanya KOSONG BESAR, selama waktu Uji Coba saya lebih banyak bingungnya dari pada mengerti. Mohon lain kali anda - anda dulu yang mengujicoba, kalau sudah sampai bawah bukannya saya tidak sabaran tapi sangat - sangat membuang waktu.",negatif
Bukannya mempermudah malah mempersulit... Terutama di tempat kami yg jaringan sinyal nya susah. Sudah login log out sendiri setiap upload foto keluar dari aplikasi dgn sendirinya..,negatif
"Jika dari dulu bisa manual kenapa sekarang harus pakai aplikasi, ??? Dengan aplikasi yang masih dalam uji coba KPU, saat simulisasi saja bermasalah, apalagi saat hari H, rata2 kesalahan server eror dan sertifikt gagal, akhirnya apa data internet sudah pasti habis tapi aplikasi tidak bisa digunakan. SANGAT MENGECEWAKAN PELANGGAN.",negatif
"Aplikasinya ribet susah , udah diganti sandi pake sidik jari , pake muka tetep gak bisa . Sudah diuninstal ttp aja gak bisa masuk. Mohon untuk lebih dipermudah agar bisa membantu dan tidak menyusahkan",negatif
"ini app sudah 3 atau 4 hari gak bisa login setelah update dari 2.30 ke 2.32, dgn ket. gagal mendapatkan kunci digital : null. sampe skg masih belum bisa login. app appan sih ini. udah lemot, interface juga jelek, server parah, waktu sudah mepet hanya tinggal seminggu tapi app masih kayak gini, ini developernya baca gak ini aku nulis banyak ini",negatif
"Maaf ya penilaiannya jelek. Karena emang aplikasinya seperti itu. Aplikasinya masih belum siap untuk digunakan. Cenderung dipaksakan, sehingga sering bermasalah untuk sekedar log in. Dan aplikasinya terlalu sering update, takutnya ketika mau dipakai nanti ditanggal 14 malah error servernya.",negatif
"Ada yang ganjil di perhitungan, ada kesalahan baca cuman centang doang tanpa koreksi, tidak seperti halaman 1 sama 3 bisa dikoreksi, halaman 2 diperhitungan tidak bisa dikoreksi.",negatif
"Aplikasi ga bisa di buka,kenapa kpu biarkan kami memantau hasil tampilan kpu dengan fakta lapangan,karena banyak kecurangan yang terjadi banyak tpu seluruh indonesia",negatif
"Setelah diupdate, malah gagal login tidak mendapatkan kunci digital padahal uda coba hapus apk download lagi, hapus cache dan memori tetap gagal mendapatkan kunci digital, sudah coba di jam tertentu hasilnya tetap nihil",negatif
"Gak bisa login padahal username dan pasword pun udah diisi sesuai tapi saat mo masuk malah failed private key padahal dari keamanan sandi, sidik jari dan wajah udah on semua tapi ttp gak bisa masuk..",negatif
Minimal gedein dulu servernya bos. Ini yg pake orang se Indonesia dalam waktu yg bersamaan. Udah 5 tahun gak ada perubahan.,negatif
"Aplikasi macam apa ini, masa baru dipake untuk simulasi aja susah make nya. Parah bgt gila mau masukin foto aja susah mental terus, sekalinya bisa upload foto juga waktu lama bgt parah, giliran mau kunci dokumen juga susah bgt mental terus pdhl Singal nya bagus 4g. Gila aplikasi nya bnrÂ² menguras kesabaran",negatif
"Aplikasi mudah eror, upload satu foto saja lama untuk sampai tahap verifikasi. Nanti apakah aplikasi ini bakalan aman saat pemilu nanti, yang secara langsung diakses oleh jutaan pengguna aplikasi sirekap. Apakah mereka bisa ber jam2 untuk upload satu buat foto, katanya mempermudah kpps, tapi kita dipersulit dengan aplikasi yang yang belum siap diakses jutaan oengguna sekaligus.",negatif
"over all, ini aplikasi ga layak buat agenda penting negara. mulai dari login y ribet + slow respon, aplikasi force close, pembacaan data lama itupun masih kagak akurat, processing lambat, kualitas gambar jelek. entah karna developer ga becus kah or karna dana aplikasi y disunat orangÂ² diatas. bobrok bobrok... ..",negatif
"Aplikasi sering gagal login, dan error. Pas simulasi gak bisa mengupload gambar. Sudah pakai wifi (indihome) dan operator Telkomsel tapi uploadan tetep lambat bahkan gagal. Oleh sebab itu persiapkan segala sesuatu jauh jauh hari dan kajian yang mendalam. Jangan sudah kurang dari 1 minggu mau pemilu aplikasi masih bermasalah dan tentunya menghambat tugas sirekap. Kita bukan benci pada pihak tertentu, tapi jika seperti ini tentunya menimbulkan problem ataupun hal negatif di kemudian hari.",negatif
"Aplikasi RECEHAN, bukannya membatu kerja KPPS malah bikin ribet, kami admin puyeng pakai aplikasi ini..KPPS pula jadi kambing hitam. Modal dong bikin aplikasi setara aplikasi MedSos biar lancar.",negatif
"Saya pikir cuma saya saja yg mendapat keluhan, sudah login pas waktu inisilisasi malah nyangkut Ndak Ndak bisa. Padahal hpnya sudah sesuai jaringan nya sudah sesuai. Tp tetep Ndak bisa. Ini sampe bingung. Ternyata banyak yg sama keluhan nya.",negatif
Ini kenapa yaa app nyaa kok ga bisa masuk.. Muncul tulisan pastikan anda terhubung dengan jaringan internet.. Pdhl saya terhubung wifi dan bisa memberi ulasan ini tapi kok buka app tudak bisa..?,negatif
Dana gede tapi buat apk nya jelek sekali. Pas daftar aja susah tidak praktis ribet sampai sekarang kmi belum bisa akses. Ini sudah -14 acara pesta rakyat nya. Daftar login akun saja seperti ini. Bayangkan saja nanti kalo 1660**** sekian yg akses kalo rekap data nanti. Ini apk jebol server nya. Terimakasih,negatif
"Gak bisa di buka, informasinya selalu berbeda dengan hasil aslinya ada pengurangan ada Penggelembungan hasil suara",negatif
"Yang kasih bintang 5 mungkin yang kebagian fee dari pembuatan aplikasi bobrok ini, login aja setengah mati susahnya, jaringan bagus buat buka website yang beratpun kebuka. Tapi buat masuk login nya susah, ga layak ini aplikasi, bakalan jadi beban pasti",negatif
"Sebentar lagi sudah mau Pemilu, kalau masih di paksakan harus memakai aplikasi ini saya kira akan mempersulit pengunanya, karna aplikasi masih sering eror, login tidak bisa, sedikit dikit ada update, habis update eror lagi, lebih baik tidak usah memakai aplikasi ini karna seharusnya mempermudah, ini malah mempersulit.",negatif
"Puluhan kali hapus sudah ni aplikasi ... Kalau memang gak bisa tolong lah kebijakan supaya di tunda dulu aplikasinya belum siap ... Banyak operator sirekap yg kebingungan dg gak bisa login belum lagi TPS yg memang jaringan nya gak bisa buka ini aplikasi ... Sudah berat, kamera nya lambat fokus ...",negatif
"Maaf jelek banget aplikasinya, plano udah di kirim ke kecamatan, masa belum terverifikasi jg ftoÂ²ku..",negatif
"Aplikasi belum siap sudah di pakai,, Untuk pindai sidik jari sering tidak terbaca,, Udah berpa kali uninstal dan instal tetap tidak bisa login.. Aplikasi bukannya mempermudah KPPS yang ada malah memperlambat,,",negatif
"Memudahkan dengan aplikasi ini sangat saya apresiasi , saya Sudah bisa log ini sdh bisa upload bahan percobaan ,lalu saya log in lupa tidak pakai data hp lalu kok mau masuk lagi susah meski sdh terhubung jaringan saya tidak pernah merasa log out padahal Tapi sirekap saya malah log out gara gara buka sirekap tanpa jaringan data/wifi",negatif
"Hai developer, coba jelaskan mengapa versi 2.41 yang dipakai pada pemilu tgl 14 Feb terdapat perbedaan layanan dgn versi sebelumnya 2.32. Versi 2.41 halaman perolehan suara pres & wapres menjadi tidak bisa direvisi bila ada salah pembacaan angka, itu hanya di hal PPWP, sedangkan pemilihan yg lain DPD, DPR, Prov & Kab masih bisa direvisi. Versi sebelumnya 2.32 msh bisa semua. Kalau ini jalan utk kecurangan, kamu tak pantas seorang developer. Go to hell",negatif
"Apresiasi adanya apk ini untuk yang ke 2 kalinya, yang bertujuan untuk mempermudah terselenggaranya pesta demokrasi tahun 2024. Menurut saya dengan adanya apk sirekap saat ini belum bisa dikategorikan mempermudah jalannya proses pemungutan suara nanti, yang ada justru menghambat. Dikarenakan belum adanya pembenahan dengan apk ini. - Sering terjadi error saat log in - Gagal memuat halaman / keluar dari halaman saat mau upload gmbr - proses pemindaian gmbr lama Dll.",negatif
itu yang ngasih bintang lebih dari satu punya masalah apa sih dihidupnya. jelas jelas aplikasi ga guna. bukanya mempermudah malah mempersulit,negatif
"Gagal Login terus, terkendala di sertifikat digital. Mohon perbaikanðŸ™ðŸ™ðŸ™saran perbaikan, aplikasi ini bisa di akses di hp samsung, namun tidak bisa di akses di hp Vivo, Xiomi, dan hp lainnya selain Samsung.",negatif
"bukannya terbantu dengan aplikasi, malah tambah meribetkan, buat upload gak bisa!",negatif
Aplikasi sangat jelek..setiap mw login gagal terusss..padahal hari h sudah dekat..apalagi disaat perekaman udah mulai jalan??ditambah jaringan jelek lagiii..seharusnya jauh hari pemerintah sudah siapkan semuanya. Ku kira mempermudah ternyarta malah mempersulit..,negatif
"Apk paling menyusahkan, buriq, not good. Data nya udah sesuai tpi tetep aja g ke unggah aneh",negatif
"Di PPWP Hal 2 nya gabisa di edit angka yang salahnya, soalnya itu penting banget, sedangkan hal 1 dan 3 bisa di perbaiki angka nya. Dan hasil gambarnya burik banget, negara sebesar ini bikin aplikasinya jelek emang gaada gitu ahli IT yang bener bener ahli se Indonesia ini, Indonesia - keadilan, apa apa harus ada orang dalam yang belum tentu orang tersebut yang masuk lewat orang dalam mampu membuat aplikasinya, padahal saya liat ada banyak banget pemuda pemudi yang jago bikin aplikasi. #saveindo",negatif
Aplikasi ga ada otak developernya sapa ini buat aplikasi ga guna gini disaat penting Baru buka aja Bug Bug Bug bug,negatif
"dalam sejarah ini APLIKASI TERJELEK sedunia!!! Gak bisa login 3 hari, udah kucoba instal berulang-ulang, login berulang-ulang, sampai dibelain bangun diatas jam 12 malam buat login, tapi tetep gk bisa.",negatif
"Aplikasi Sirekap ini, belum cukup bagus, menampung banyaknya pengguna,, mohon diperbaiki, karena sudah masuk di Program PEMILU serentak 2024 loh!!? Sayangnya banyak erorrnya. Terutama dibagian login Sirekap, otentikasi, saat melakukan inilisasi aplikasi",negatif
"Login aja susahnya minta ampun. Gimana nanti pas pelaksanaan, bukannya mempermudah malah mempersulit penggunanya. Mohon untuk ditingkatkan lagi kesiapannya jika memang mau menggunakan aplikasi, jangan setengahÂ² dalam mengembangkan aplikasinya. TerimakasihðŸ™",negatif
"Sirekap sebenar nya aplikasi yang belum siap untuk di rilis banyak error' server down,,dari tahun sebelum nya server down Mulu harus nya di evaluasi dari tahun dulu ,, harus nya tahun kemaren sirekap sudah di perbaiki untuk server nya ini masih aja terjadi server down, dan sangat menyulitkan bagi kpps untuk memfungsikan nya untuk login aja susah.",negatif
"Menurut saya aplikasi ini belum sempurna, karena masih banyak bug,,dan pasti masih ada kecuranganÂ² yg muncul di kemudian hari,,karena masih ada tabel yg tidak bisa diisi secara manulan ,termasuk ppwp di hal. 2",negatif
"beberapa hari lalu sudah terpasang, tapi memang belum dicoba, bimteknya pun tidak maksimal. hari ini pas coba dibuka tidak bisa lg, minta otentikasi tapi gagal terus, setelah di uninstal, coba didownload lg tidak dapat menginstal SIREKAP 2024. bagaimana ini pemilu tinggal 5 hari lg. Aplikasi yg menyusahkan.",negatif
"MENYUSAHKAN, buang"" anggaran berdoa aja kedepannya bisa belajar dari kesalahan APK belum layak digunakan, lebih baik jangan dipaksa, APK kayak gini gak bisa dibikin dalam semalam, mesti bener"" matang baru bisa diterapkan secara luas",negatif
"KPU kerja 5 tahun sekali tapi aplikasi Sirekap mencerminkan kualitas seperti aplikasi yang dibuat dengan deadline 1 minggu. Jadi gini cara digitalisasi pemilu? Yang bener aja, RUGI DONG! ðŸ˜…",negatif
"Kualitas sangat buruk!!!! Masak iya aplikasi sepenting ini masih belum bisa digunain H-14 Jepang pemilu.. Aku emosi ya setiap kapan sempat nya pegang HP coba login, kebangun malem jam berapa pun, nyoba login. Bisa edan lama2.",negatif
"Bintang 1 dlu untuk versi 2.41, banyak bug diversi sebelumnya Bintang 0 dlu untuk versi 2.48, banyak bug poool",negatif
Awal di suruh download.. habis itu error diminta uninstal.. diminta dowload lagi yg terbaru.. Udh bisa login .. sukses .. trs brpa hari kemudian di minta uji coba login lagi.. dan error kembali.. Ngabis2in kuota ini namanya.. Ini masih uji coba.. kalau sampai pemilu masih error sperti ini bukannya menghambat proses penghitungan pemilu nanti nya ya?,negatif
"server gampang gangguan.. hasil foto kurang jelas seperti dikompresi.. update aplikasi bukannya memperbaiki malah mempersulit jadi gabisa login.. aplikasi seperti dibuat anak magang saja yang gak berpengalaman dibidang nya.. belum tgl 14 aja udah sering eror, bagaimana pas nanti tgl 14 saat diakses semua pengguna untuk upload surat suara.. apakah servernya akan down?",negatif
"server aplikasi belum siap digunakan, padahal tinggal menghitung hari sampai pemilu.. seharusnya kalo mau buat begini2an setidaknya sudah diuji coba dr 4 tahun yang lalu.. jd pas hari h semua sudah lancar... ini cuma buat login aja butuh 3 hari, itu pun blm bisa login.. apalagi nanti pas sudah hari perhitungan suara, seluruh TPS se Indonesia mengupload poto yang jumlahnya banyak bgt, kalo gak langsung meledak tuh server.. tolonglah diperbaiki segera..",negatif
"Apk tidak matang masa sudah berhasil masuk dan sudah ganti pasword tiba"" keluar sendri ketika mau login kembali username dan pasword salah padahal benar username dan paswordnya. Sampai sekarang tidak ada upaya email dan mesage ig pun tidak ada balasan dan solusinya.",negatif
"Pemilu tinggal beberapa hari lagi... Menurut saya masih banyak bug ini aplikasi , foto juga burem, kadang2 mau upload foto log out sendiri, Aplikasi setelah update 2.32 malah gak bisa login sampai sekarang...",negatif
"Sepertinya aplikasi ini belum layak untuk di gunakan secara masal. Login susah,butuh waktu berjamÂ² ada yg berhari hari. Hari ini uji coba hasilnya cuma bisa foto doang.. Apalagi waktu hari pemungutan besok. Ini malah menghambat proses, Kasihan kami para kpps yg malah terhambat. Aplikasi yg bertujuan mempercepat malah sperti ini..",negatif
"Suruh ganti terus diupdate terus,, dah diupdate susah lagi logiknya,, aplikasinya mempersulit sangat tidak layak digunakan,, pemilu didepan mata,, aplikasi harusnya mempermudah malah menyulitkan,, 5 thn sebelumnya kemana ajah,, bikin kek kaya model mobile bangking,, duh gemna pas hari H nya",negatif
"1. Sistem belum sepenuhnya berjalan dengan lancar.. 2. HP / Smartphone (Android) yang tidak punya fingerprint scanner (pemindai sidik jari), tidak bisa masuk ke dalam aplikasinya..",negatif
"Sangat tidak berguna, semakin hari semakin menyusahkan para anggota yang sedang memerlukannya. Dari pihak ppk juga di tanyai bagaimana bisa eror mereka hanya menyarankan ganti hp aja kalau tidak sinyalnya, sangat tidak membantu.",negatif
Kapan2 mending pake cam scanner aja deh. Lebih cepet kirim WA selese. Kaya gini bikin ga tidur siang malem. Padahal aplikasi di pake juga 5 tahun sekali,negatif
"Tolong ASN atau siapapun itu yg bikin aplikasi ini dipecat atau bagaimana lah, bikin aplikasi dari user interface nya aja udh ga enak dilihat, apalagi kendala aplikasi yg masih sangat banyak ditemui, aplikasi negara digunakan serentak minimal beli server yg memadahi juga lah",negatif
"Memang betul aplikasi ini bisa digunakan, tapi gara gara ini kerja kpps sampe subuh bahkan ada yg sampe pagi hanya karena sulit meng-upload dokumen pada hari H. Jangan fokus sama sirekap, tapi fokus bagaimana untuk mencegah gugurnya petugas kpps saat bertugas.",negatif
"sangat disayangkan, utk login aja susah, apalagi nanti ketika bisa login dan pakai apk secara bersamaan, seharusnya ada persiapan yg sgt matang kalau sudah menggunakan digitalisasi. semoga segera diperbaiki",negatif
"maaf ni kpu, bikin aplikasi itu sekiranya gampang , jangan mempersulit, kalo mau pake google autentikasi harus nya sesudah pasword masuk autentikasi biar gak ribet, ini autentikasi udah semua malah gak bisa terus timeout terus, sebenernya jaringannya siapa yang kurang bagus,",negatif
"udah 3 hari login ngak bisa-bisa ada tulisan username dan password selalu salah. padahal udah bener dan sesuai. nanti giliran udah login mau ngesubmit ada gangguan, ujung""nya balik lg ke username dan password salah, smpe install uninstall hapus cache berkali"" ttep ngak bisa. padal udah android 14 ram 8 masih luas seluas samudra.",negatif
"aplikasinya belum siap luncur tapi ""dipaksa"" di gunakan, bukanya mempermudah tapi menguji kesabaran padahal belum hari H sudah banyak kendala, apalagi nanti ketika hari H yg sudah jelas akan di akses banyak pengguna. seharusnya lebih di matengkan lagi penggunaan aplikasinya uji coba jauh hari, sudah dekat hari pemilihan tapi login saja belum bisa. huhu",negatif
"Banyak bug di aplikasinya tolonglah di perbaiki, mau login saja susah masa iya udah bisa login cuma karena di hapus cache sama data apk, pas di coba login lagi gak bisa dapat sertifikat digitalnya",negatif
"Sebuah aplikasi di buat untuk kemudahan.. lha ini.. malah bikin KPPS overtime.. Berjam jama hanya untuk nunggu upload, di ulang sampai puluhan kali juga tanpa hasil.. hanya habis waktu untuk sirekap yg g tau kepakai atau tidak nanti. Pengalaman di pilkada saja sudah upload. Ehh masih di minta kirim foto lewat WA, untung ada backup.. kirain 2024 sudah Wow.. ternyata masih woo..",negatif
kenapa pada bagian c hasil presiden tidak bisa di edit jika tidak sesuai antara yang di foto dengan hasil scan sistemnya. sedangkan pada bagian yg lain bisa di edit dengan lihat ditail.,negatif
"Saya kasih rating 4 bintang buat developer, hanya saran jangan nunggu rating anjlok buat update. Karena hampir semua mengeluhkan gak bisa masuk ke versi 2.32 padahal versi 2.30 bisa masuk. Tolong segera diperbaiki..",negatif
"Kenapa disaat rincian kok system bisa separah ini,data nya tiba2 offline,tidak bisa centang hijau",negatif
"Ada bug dalam aplikasi, jadi setelah aplikasi di download dan dibuka ulang aplikasi tersebut tidak mau terbuka kembali. Tolong segera perbarui aplikasinya beserta tinjau kembali siapa tau ada bug lain. Mengingat apps ini perlu digunakan dalam waktu dekat Terimakasih",negatif
"Fix, apk ini yang akan membuat proses penguploadan berkas rekap akan berjalan lama. Sedari kegiatan bimtek hingga hari ini, tidak ada tanda2 bisa login, gagal terus. Sampah2, setidaknya menggunakan apk offline aja, lw kek gini pas hari digunakan serentak, langsung down server, KPPS yang kewalahan.",negatif
"Gabisa Login, Gagal Mendapatkan sertifikat Digital : Failed to store private key Sudah segala cara d coba, mulai ganti sidik jari, pin, hapus data & cache, restart HP, uninstall Apk tetep gabisa masuk, padhal apk M banking kaya yg pake sidik jari langsung masuk. Berarti emg Apk nya ini bermasalah ðŸ˜ž Terus yg kaya gini juga katanya Karna Andorid 13 ke atas.. Soalnya aku Andorid 13 juga.. Mohon d update.",negatif
Sulit digunakan.... Dimintai u inisialisasi sidik jari seharian tidak jadi..... Penghitungan secara cepat apa iya bisa terlaksana dengan cepat jk aplikasinya seperti ini... Misal penghitungan manual sudah selesai tapi terhambat si rekap ... Terus harus bagaimana ya,negatif
"Aplikasi logout sendiri & ketika mau login lagi tidak bisa.. padahal sebelumnya bisa login normal dengan password yg sama, nah skrg jadi tidak bisa padahal username password sudah sesuai..",negatif
"Aplikasi gk bisa digunakan, gk bisa unggah file, belum bisa digunakan untuk pemilu tahun 2024 ini, kecewa aplikasinya jelek",negatif
"Selalu 'Gagal mendapatkan Sertifikat Digital : Failed to store privat key' padahal sinyal sudah stabil, ram dan penyimpanan masih banyak, semoga lekas sembuh aplikasinya, developer dan pengembangnya, ah sudah laah...",negatif
"Kamera belum bisa zoom in sama zoom out, server masih kurang bagus, tidak ada fitur upload gambar. Aplikasi masih lebih banyak fitur yang sulit dipahami sehingga terkesan menyulitkan",negatif
"Cara masuk ke apk ini untuk awal gak cukup 1 kali itupun ketika masuk selalu gagal di inisialisai aplikasi, saran untuk mempermudah penggunaan login cukup 1 kali saja langsung dapat masuk ke menu utama. Kalau seperti ini terus ini akan menghambat pekerjaan dalam TPS yang seharusnya bisa selsai cepat agar KPPS dapat istirahat malah di pusingkan dengan apk ini. Tolong di perbaiki dan di permudah akan tetapi keamana sistem perlu di perhatikan juga",negatif
"Aplikasi yang buruk, ini developer/programmernya kurang dana apa ya? H-6 masih banyak bug dan gak semua device bisa, walaupun proc dan ram mumpuni.",negatif
"Bukan nya mempermudah, malah mempersulit kpps, seharusnya kalau memang belum final dan banyak bug tidak usah dipaksakan, rekap pakai cara lama saja, jangan diharuskan pakai aplikasi. Waktu 5 tahun kemaren kemana saja KPU ?, 5 tahun itu panjang lo untuk mendevelopment aplikasi ini sampai layak digunakan.",negatif
Aplikasi yang dapat membuat masyarakat resah jika rekapitulasi pencatatan suara tidak sesuai dengan aktualnya,negatif
"aplikasi terlalu lemot & respon terlalu lambat, aneh kalo sy membuka aplikasi lain jaringan internet baik2 saja bahkan KB/s tinggi tapi saat sy membuka aplikasi sirekap yg awalnya jringan internet lancar2 aja tiba2 jaringan internet langsung jadi lelet bahkn KB/s bisa langsung jadi 0.1 KB/s, apliksi ini masih harus banyak yg diperbaiki, sy melakukan simulasi dari tadi siang sampe sekarang foto belum terkirim bahkan untuk melihat detail foto saja susah,masih simulasi aja lelet apa lg pas hari H.",negatif
"Untuk mempermudah pengguna, kayaknya perlu ada tmbahan upload foto dari galery. Karena tidak semua dapat terbaca dengan jelas dengan penerangan yg cukup. Aplikasi itu untuk mempermudah pengguna, bukan mempersulit pengguna",negatif
"mudah bukan? ..... . Bukan ðŸ˜‘ minimal perbaiki dulu sistemnya, matengin lagi.... baru release..... dah hari H gini masih susah di akses",negatif
"pada menu kamera ,,tidak ada settingannya . HP sya tiba2 mode jarak 0.5 setiap kali mau memfungsikan kameranya . Al Hasil foto jadi tidak jelas dan tidak terbaca sistem dengan benar .",negatif
"Apk sangat"" tidak ada nilainya, udh di update ke versi terbaru masih sama Buat apa sii diciptain klo cuma nyusahin admin aja Udh aja tu itung manual dri c plano nya langsung nggk kudu segala pake"" apk yg jelas"" nggk bisa digunain Masa buat presiden angkanya nggk bisa diubah kan apk aneh",negatif
"Sudah update versi terbaru pun g guna gagal login sandi yg dimasukkan salah terus, padahal login di versi web bisa masuk akun sirekap, tapi giliran masuk aplikasi dg sandi yg sama gagal terus. Kenapa g langsung di web aja, pakai aplikasi percuma. Tanya sana sini sama2 g ada yg tahu, g jelas sama sekali. Tolong diperbaiki lagi menjelang hari H menyusahkan.",negatif
"Aplikasi ini tidak dapat berjalan dgn sebagaimana yg disampaikan pada kami sirekap. Kami sirekap selalu mengalami kesulitan dr aplikasi ini. Tidak bisa login, tidak bisa mengirim foto, selalu ke logout, foto buram padahal kamera jelas, terlalu ribet. Tolong dipikirkan lagi H-7 ini, apakah akan tetap lanjut dgn aplikasi ini? Tolong permudah kami, bila tetap seperti ini, sebaiknya tidak perlu memakai sirekap karena merepotkan sekali. Sungguh sangat buruk bila tetap melanjutkan tp aplikasi bobrok",negatif
"Untuk simulasi saja sudah banyak kendala dalam inisialisasi & gagal mendapatkan private key,,,apalagi pas hari H nya, yang serentak seineonesia menggunakan aplikasi ini. Sudah bisa di bayangkan, bukan mempermudah tapi malah memperlambat pekerjaan.",negatif
Udah 5 tahun lalu padahal masa update juga gitu gitu aja . Lemot dan ga bisa di gunakan sama sekali,negatif
setiap mau masuk ke aplikasinya selalu gagal mendapatkan sertifikat digital.. tapi kalo di hp samsung di buka selalu bisa.. tapi di hp saya merk oppo tidak bisa d buka sirekapnya.. mohon bantuannya min,negatif
"Udah 100 kali login gabisa bisa. Alasan nya gagal saat mendapatkan kunci :'( padahal berbagai cara udah dilakukan dari mulai hapus akun, ganti sandi restart hp dan lain lain tapi gabisa juga. Kok dipersulit si login nyaðŸ˜­",negatif
"nasional 1 sudah berhasil login, tp setelah berhasil login ada instruksi pindah ke nasional 2. setelah dipindah le nasional 2, error pun terjadi. tidak bisa login. loading terus, gagal mendaptkan kunci digital notifnya. sdh clear chace, restart hp, tetapi masih belum bisa. ketika dalam 1 TPS ada 2 sirekap, kejadiannya sama tidak bisa login. Pemilu tinggal menghitung hari. ketika hari H pemilu di laksanakan ternyata aplikasi sirekap tidak bisa digunakan. apa solusinya? terimakasih",negatif
"Bukannya mempermudah malah mempersulit... Sdh 2 hari upload hasil perhitungan suara blm selesai""",negatif
"Jika aplikasinya belum siap jangan di paksakan. Saya kesulitan loginnya, sudah dari kemarin coba belum apa-apa, baru saya coba login lagi ada keterangan ""gagal mendapatkan Sertifikat Digital: timeout"". Ini gimana ya kalau sudah ke lapangan akan kesulitan nanti. Tolong di perbaiki dulu",negatif
"Sangat tidak layak digunakan saat pemilu nanti, sekedar mendeteksi koneksi internet diperangkat yang digunakan saja masih sering erorr, kalau tidak siap untuk digitalisasi tidak usah dipergunakan aplikasi ini, bukannya membantu malah merepotkan kami yg bertugas langsung di TPS.",negatif
"Percuma download ni apk klo ujung2nya data udh dimaenin, buat apa bikin apk cuma buat capek2in yang make klo ujung2nya data bisa dimanipulasi buat keuntungan pihak yang terkait. Lekas pulih Indonesia, semoga dapet pemimpin yang terbaik buat ngebangun negeri ini",negatif
Asli parah... Udah berat kirim data online.....untuk rekapan hasil calon presiden dan wakil presiden TIDAK BISA DIUBAH sesuai data yg sebenarnya.... Malah sistem yg menentukan hasil sendiri.... Sementara untuk yg lain bisa diedit hasil sesuai rekapan C Hasil.. Mohon diperbaiki untuk PPWP,negatif
"mempersulit kpps, udah ampe tengah malem masih aje disuruh upload ke server yg gabisa upload, yg konsisten lah mau dokumen fisik apa digital, mana banyak bug sama ngelag, gausa nyalahin device, gabisa diedit bagian pengawas, lu pikir aja masa hp samsung malah kameranya ultrawide gabisa diganti, scan dokumen pake ultrawide mau jadi apa coba, bintang 0 aja bisa ga si? lain kali gausa ada yg mau jd kpps",negatif
"Aplikasi kurang siap, skrng malah ga bisa login, username dan password invalid, padahal udah sesuai.. jaringan udah ok. Gimana nanti pada hari H, padahal skrng baru simulasiðŸ˜…ðŸ˜…ðŸ˜… Mohon ditingkatkan lagi aplikasinya. Terima kasih",negatif
Untuk aplikasi nasional dan bahkan tergolong urgent karna ini menyangkut event besar negara aplikasi ini menurut saya buruk dan tergolong belum siap. karna yang maksud hati mungkin ingin mempermudah agar data akurat malah menghambat bahkan mempersulit pkerjaan karena terlalu banyak trouble yang akhirnya membuat kita terutama saya sebagai KPPS merasa kecewa. smoga d pemilu berikutnya ada perbaikan apabila masih menggunakan sistem aplikasi,negatif
"Servernya jelek untuk skala se-Indonesia kemarin simulasi saja banyak yg gabisa masuk/ngestuck di laman inisalisasi otp sudah melakukan segala cara tapi tetap saja tidak bisa masuk, baru simulasi saja sudah se ngelag ini gimana nanti pas hari H pemilu ngelag nya, semoga aplikasi sirekap ga jadi kendala lama nya proses pemungutan suara",negatif
"Apk gagal. Ambil gambar sering burem, g ada fitur auto fokus. Upload foto mlm, siangnya baru dpt info foto gagal, minta foto ulang. Woiiii c plano udh disegel & berkas udh d kantor camat, gmn mau foto ulang?? Baca angkanya jg salah2. Yg paling parah knp d hasil presiden angka g bs diedit benerin sesuai foto. Cuma presiden yg g bs diedit, yg laen bs. Mencurigakan",negatif
"Udah kayak aplikasi beta. Mungkin aplikasi ini diperhatikan cuma waktu mau pemilu doang jadi ya gini apa adanya banyak erornya dll, bisa2nya event sebesar pemilu pake aplikasi yang belum teruji kayak gini",negatif
"Apk ini sangat menyulitkan kpps untuk menginput c hasil, karena server error dan harus foto ber ulang ulang, pdhl foto sdh jelas dan pas 4 marka,jika di suruh ulang memfoto dan c hasil tps sudah d krim ke kecamatan itu sangat merepotkan kami untuk foto ulang kembali.",negatif
Aplikasi ini masih sangat buruk... Setelah di hapus data.. hasil dari simulasi terkait waktu perhitungan dan saksi masih berada di aplikasi... Mohon segera di sempurnakan.. berhubung di ujung tanduk waktu a,negatif
